ID,Fruta,Cantidad,Precio,Fecha
1403,Melón,100,2.81,2025-05-14
1404,Pera,83,7.93,2024-07-19
1405,Mango,57,14.49,2025-02-03
1406,Manzana,47,11.39,2025-06-21
1407,Mango,93,6.48,2024-12-01
1408,Pera,71,2.05,2025-07-10
1409,Naranja,94,8.72,2024-11-19
1410,Uvilla,4,7.57,2026-03-21
1411,Naranja,96,1.68,2024-07-06
1412,Frutilla,88,8.8,2025-12-08
1413,Frutilla,82,8.74,2024-08-23
1414,Mango,41,8.13,2025-11-30
1415,Uva,34,12.03,2026-01-20
1416,Uva,35,14.05,2024-10-23
1417,Piña,23,8.36,2025-04-05
1418,Mango,82,6.54,2025-10-01
1419,Mango,34,13.0,2025-05-16
1420,Piña,88,1.42,2025-04-17
1421,Uva,12,0.6,2025-03-30
1422,Melón,13,9.72,2026-03-21
1423,Mango,3,1.73,2024-09-04
1424,Mango,91,4.35,2025-10-07
1425,Melón,71,3.1,2026-01-03
1426,Banano,35,13.57,2024-05-28
1427,Uvilla,17,3.95,2024-07-08
1428,Pera,36,5.26,2025-11-17
1429,Uva,20,12.59,2026-01-22
1430,Naranja,53,5.85,2025-07-17
1431,Mango,58,1.76,2025-04-09
1432,Uvilla,75,6.02,2025-08-08
1433,Naranja,53,3.02,2026-03-31
1434,Melón,38,11.49,2024-12-29
1435,Melón,85,12.15,2026-02-13
1436,Manzana,80,6.66,2026-04-26
1437,Piña,56,1.91,2024-08-30
1438,Melón,91,3.04,2025-09-20
1439,Uvilla,98,2.59,2025-06-19
1440,Manzana,2,3.91,2026-03-17
1441,Banano,88,8.71,2025-11-29
1442,Naranja,47,7.6,2025-01-08
1443,Banano,84,14.64,2024-09-10
1444,Naranja,56,2.22,2025-07-08
1445,Frutilla,94,7.16,2025-09-20
1446,Piña,19,2.09,2025-09-27
1447,Uva,8,1.96,2025-08-12
1448,Mango,53,12.97,2026-01-12
1449,Pera,35,3.85,2026-04-23
1450,Uvilla,57,10.49,2025-02-18
1451,Banano,78,0.59,2024-11-17
1452,Banano,60,8.9,2026-04-05
1453,Naranja,40,5.88,2024-10-02
1454,Frutilla,57,7.05,2025-08-26
1455,Uva,98,5.92,2026-04-17
1456,Uvilla,94,7.78,2024-07-05
1457,Uvilla,42,13.94,2024-09-18
1458,Mango,7,8.27,2025-07-18
1459,Uvilla,23,9.89,2024-12-18
1460,Frutilla,92,10.89,2025-02-10
1461,Mango,32,3.19,2024-10-24
1462,Frutilla,26,8.42,2025-10-27
1463,Naranja,32,12.03,2026-01-06
1464,Banano,50,10.22,2025-12-16
1465,Melón,65,10.82,2025-09-29
1466,Banano,83,11.97,2025-06-30
1467,Pera,74,9.11,2025-07-30
1468,Naranja,30,8.99,2024-07-03
1469,Uvilla,48,11.22,2025-11-27
1470,Naranja,34,3.37,2024-06-06
1471,Uva,78,14.69,2025-12-07
1472,Naranja,91,1.79,2024-12-05
1473,Banano,94,0.67,2025-11-21
1474,Frutilla,68,1.24,2025-10-02
1475,Naranja,10,3.07,2025-09-07
1476,Uvilla,13,10.24,2024-08-15
1477,Uvilla,85,9.29,2024-12-19
1478,Uva,73,13.62,2024-06-02
1479,Frutilla,27,3.47,2025-09-09
1480,Uva,61,2.91,2025-08-13
1481,Uvilla,63,8.84,2025-10-19
1482,Melón,43,6.55,2025-07-16
1483,Uva,43,7.67,2024-07-11
1484,Frutilla,96,11.25,2026-03-06
1485,Piña,10,3.29,2026-01-24
1486,Uva,85,9.44,2026-05-15
1487,Piña,59,9.93,2025-08-17
1488,Manzana,17,5.23,2025-06-10
1489,Uva,9,12.17,2025-08-31
1490,Pera,77,4.3,2025-07-02
1491,Naranja,60,14.63,2025-03-03
1492,Banano,30,1.73,2026-02-23
1493,Uva,73,2.93,2025-10-14
1494,Melón,77,6.18,2026-05-17
1495,Piña,3,6.43,2026-04-22
1496,Uva,85,12.79,2024-12-24
1497,Pera,63,1.64,2025-04-17
1498,Mango,77,7.05,2024-11-02
1499,Uva,8,12.68,2025-12-07
1500,Melón,51,9.68,2024-10-25
1501,Uva,82,4.57,2024-11-22
1502,Uvilla,97,9.42,2025-08-14
1503,Melón,83,11.31,2024-11-09
1504,Melón,68,6.07,2024-09-14
1505,Uvilla,19,2.84,2025-12-12
1506,Uvilla,79,1.83,2025-05-22
1507,Naranja,20,10.33,2024-08-27
1508,Frutilla,77,13.23,2025-11-26
1509,Piña,74,2.76,2025-12-20
1510,Manzana,14,2.65,2026-05-26
1511,Manzana,47,1.21,2025-11-23
1512,Uva,17,13.66,2024-10-10
1513,Piña,54,2.37,2025-11-16
1514,Uvilla,15,13.54,2025-04-02
1515,Frutilla,51,1.92,2024-11-20
1516,Manzana,87,14.75,2025-10-23
1517,Banano,51,13.47,2025-10-09
1518,Manzana,75,5.68,2024-12-30
1519,Piña,69,2.0,2024-09-03
1520,Pera,69,9.74,2025-02-28
1521,Uva,98,13.1,2025-04-23
1522,Mango,51,12.72,2025-07-03
1523,Piña,1,4.32,2026-04-20
1524,Manzana,77,3.81,2025-11-24
1525,Manzana,41,3.5,2024-09-09
1526,Pera,83,10.5,2024-06-16
1527,Manzana,44,4.46,2025-01-04
1528,Mango,51,3.7,2024-10-21
1529,Naranja,69,5.52,2025-10-29
1530,Mango,73,1.69,2025-11-30
1531,Piña,54,14.83,2025-11-04
1532,Pera,89,3.3,2025-03-26
1533,Frutilla,37,0.5,2025-07-08
1534,Pera,61,4.88,2024-09-21
1535,Uvilla,56,6.57,2025-06-18
1536,Piña,51,3.11,2025-06-01
1537,Melón,13,7.76,2026-02-10
1538,Uva,66,10.1,2024-09-17
1539,Manzana,69,3.47,2025-08-13
1540,Pera,44,4.9,2024-07-24
1541,Piña,49,3.11,2025-04-05
1542,Uva,67,9.5,2024-12-05
1543,Mango,81,6.44,2025-07-15
1544,Pera,49,14.37,2025-10-22
1545,Banano,84,8.05,2024-09-24
1546,Uvilla,54,6.86,2025-05-02
1547,Uvilla,23,9.49,2025-04-10
1548,Melón,88,13.29,2025-11-02
1549,Banano,95,9.93,2026-04-24
1550,Naranja,2,5.43,2024-07-19
1551,Uva,7,7.89,2026-03-29
1552,Pera,65,10.46,2024-09-03
1553,Uvilla,8,0.68,2025-07-12
1554,Pera,87,13.58,2026-05-03
1555,Melón,22,10.96,2025-10-29
1556,Pera,58,9.39,2024-08-18
1557,Uva,64,8.37,2024-07-16
1558,Mango,16,12.45,2025-05-09
1559,Naranja,4,10.65,2026-02-26
1560,Uvilla,78,7.72,2026-05-10
1561,Naranja,79,6.53,2025-06-20
1562,Uva,23,7.65,2024-11-20
1563,Mango,78,0.56,2025-04-25
1564,Piña,19,11.2,2025-12-21
1565,Melón,26,14.61,2024-06-10
1566,Pera,76,8.63,2024-11-03
1567,Manzana,43,6.21,2024-07-14
1568,Frutilla,80,12.21,2025-10-20
1569,Uva,51,14.97,2025-05-07
1570,Uvilla,12,9.14,2024-12-25
1571,Naranja,86,8.65,2024-08-08
1572,Mango,35,7.74,2026-05-22
1573,Uvilla,59,3.22,2024-12-23
1574,Naranja,100,9.83,2025-11-30
1575,Manzana,6,11.01,2025-03-15
1576,Uvilla,52,11.6,2025-02-19
1577,Uvilla,55,14.39,2025-08-05
1578,Uva,9,9.21,2025-09-30
1579,Uva,2,10.08,2025-08-04
1580,Melón,58,10.88,2024-10-30
1581,Frutilla,33,13.96,2025-08-31
1582,Pera,2,4.52,2024-11-12
1583,Melón,84,7.74,2025-08-19
1584,Melón,68,6.69,2025-11-11
1585,Pera,26,14.48,2024-12-23
1586,Manzana,35,1.4,2024-08-16
1587,Uva,36,1.1,2025-09-24
1588,Banano,62,1.71,2025-04-10
1589,Banano,5,4.37,2025-12-07
1590,Naranja,94,10.66,2026-05-14
1591,Pera,28,4.43,2025-11-24
1592,Naranja,96,2.96,2025-08-22
1593,Pera,50,10.55,2025-12-19
1594,Pera,96,14.27,2024-08-04
1595,Banano,53,3.43,2026-03-08
1596,Frutilla,92,4.22,2025-07-30
1597,Frutilla,92,1.34,2026-04-28
1598,Uva,82,0.51,2025-06-06
1599,Piña,96,4.85,2025-03-06
1600,Manzana,24,6.05,2025-05-28
1601,Banano,74,11.63,2024-09-18
1602,Mango,10,3.47,2025-10-02
1603,Naranja,96,14.57,2024-09-17
1604,Naranja,44,0.93,2025-12-20
1605,Piña,38,6.98,2025-09-01
1606,Melón,73,8.07,2026-04-15
1607,Naranja,100,8.61,2026-01-15
1608,Uvilla,32,7.61,2024-06-27
1609,Uvilla,53,10.52,2025-12-12
1610,Piña,37,9.53,2026-01-28
1611,Mango,42,1.3,2025-03-07
1612,Uvilla,27,0.97,2025-07-08
1613,Melón,6,10.45,2024-10-10
1614,Uvilla,83,7.38,2026-03-16
1615,Manzana,88,1.44,2025-10-07
1616,Piña,92,3.4,2024-12-06
1617,Manzana,65,11.2,2024-07-25
1618,Mango,15,0.84,2024-08-31
1619,Mango,47,9.01,2024-06-01
1620,Melón,44,3.6,2024-11-14
1621,Banano,72,11.02,2024-08-12
1622,Manzana,67,8.95,2025-07-29
1623,Banano,22,12.85,2025-01-28
1624,Frutilla,99,10.51,2025-02-09
1625,Naranja,89,0.88,2024-09-03
1626,Pera,36,14.06,2024-09-10
1627,Piña,80,7.95,2025-05-15
1628,Frutilla,84,14.85,2025-03-19
1629,Mango,60,7.11,2024-10-22
1630,Piña,17,0.87,2025-08-02
1631,Banano,23,2.19,2024-07-26
1632,Manzana,79,13.66,2024-08-31
1633,Uvilla,17,0.52,2025-04-25
1634,Piña,29,9.9,2024-09-07
1635,Melón,85,7.1,2025-05-09
1636,Banano,21,7.53,2025-02-26
1637,Piña,74,7.24,2026-01-21
1638,Uva,7,10.47,2025-12-16
1639,Melón,70,14.23,2025-12-03
1640,Uvilla,89,15.0,2025-07-21
1641,Pera,75,4.24,2024-12-01
1642,Pera,49,13.12,2025-12-02
1643,Piña,30,12.4,2025-07-20
1644,Uva,78,9.37,2025-12-06
1645,Piña,22,14.96,2025-08-05
1646,Melón,90,4.1,2024-12-16
1647,Piña,9,13.42,2025-01-31
1648,Naranja,85,8.08,2025-10-12
1649,Pera,84,9.5,2024-11-05
1650,Uvilla,72,3.26,2026-01-18
1651,Manzana,95,5.06,2025-03-12
1652,Naranja,79,3.46,2025-05-17
1653,Naranja,70,4.1,2026-04-07
1654,Uvilla,70,14.35,2025-08-17
1655,Melón,21,3.85,2025-08-14
1656,Uva,9,12.87,2025-02-19
1657,Melón,9,3.67,2025-11-05
1658,Frutilla,80,4.93,2024-08-30
1659,Mango,20,12.92,2026-01-04
1660,Frutilla,58,7.92,2025-08-23
1661,Naranja,9,5.67,2024-07-19
1662,Mango,47,11.88,2026-02-28
1663,Pera,28,6.45,2025-09-04
1664,Frutilla,42,13.76,2026-03-08
1665,Frutilla,62,10.63,2025-01-31
1666,Manzana,67,6.2,2024-11-02
1667,Manzana,35,3.96,2025-10-22
1668,Manzana,94,11.47,2025-11-12
1669,Frutilla,30,14.25,2026-05-02
1670,Banano,69,8.02,2024-07-23
1671,Manzana,39,11.06,2025-01-09
1672,Mango,95,6.16,2024-08-24
1673,Uva,84,10.64,2024-10-22
1674,Naranja,78,2.11,2026-04-14
1675,Mango,40,11.85,2026-01-05
1676,Naranja,50,7.49,2024-08-10
1677,Melón,24,8.83,2025-12-08
1678,Uva,35,6.69,2025-10-03
1679,Manzana,33,2.13,2025-12-14
1680,Naranja,57,7.91,2026-04-29
1681,Uva,95,10.34,2025-11-23
1682,Mango,18,3.18,2026-01-26
1683,Uvilla,31,14.18,2024-07-25
1684,Melón,82,5.21,2025-10-04
1685,Uva,47,11.7,2024-09-21
1686,Uva,92,9.73,2024-09-09
1687,Mango,58,14.54,2026-04-22
1688,Uvilla,43,8.46,2025-12-07
1689,Piña,27,12.61,2026-05-10
1690,Naranja,70,3.28,2024-05-30
1691,Pera,21,9.44,2025-05-16
1692,Frutilla,19,0.73,2026-04-15
1693,Naranja,75,13.43,2024-10-11
1694,Uva,8,14.93,2025-11-17
1695,Naranja,26,14.97,2025-06-11
1696,Frutilla,65,2.54,2025-07-21
1697,Mango,5,12.99,2025-12-10
1698,Banano,6,13.81,2026-01-25
1699,Banano,11,2.4,2026-03-17
1700,Uva,10,2.23,2025-05-14
1701,Manzana,90,6.44,2026-02-12
1702,Naranja,86,7.22,2025-09-04
1703,Uvilla,33,8.07,2026-01-26
1704,Manzana,38,7.65,2026-05-17
1705,Uvilla,36,8.7,2025-12-31
1706,Banano,73,3.76,2025-01-24
1707,Naranja,86,14.66,2025-08-22
1708,Manzana,70,13.83,2026-04-11
1709,Melón,42,1.29,2025-08-30
1710,Piña,85,13.46,2025-06-06
1711,Melón,5,2.99,2024-08-26
1712,Naranja,99,2.53,2024-10-10
1713,Uvilla,73,4.76,2026-05-26
1714,Piña,88,8.82,2025-05-05
1715,Frutilla,4,3.24,2024-06-21
1716,Mango,23,7.04,2025-05-04
1717,Mango,13,12.3,2025-03-15
1718,Mango,54,2.69,2024-12-29
1719,Naranja,75,8.64,2025-03-26
1720,Manzana,20,10.3,2024-09-13
1721,Frutilla,57,9.54,2026-04-10
1722,Uva,2,5.09,2025-05-11
1723,Banano,39,1.31,2026-02-12
1724,Pera,91,6.08,2026-01-30
1725,Uvilla,12,14.3,2025-01-19
1726,Frutilla,80,6.24,2024-06-16
1727,Pera,91,4.74,2026-04-21
1728,Banano,82,13.94,2025-07-18
1729,Banano,9,12.01,2026-01-29
1730,Uvilla,98,11.21,2024-10-29
1731,Frutilla,80,6.15,2024-07-06
1732,Pera,69,10.31,2026-02-14
1733,Frutilla,44,7.81,2024-06-26
1734,Uva,34,3.19,2026-03-28
1735,Naranja,90,0.72,2026-05-22
1736,Frutilla,90,4.52,2026-04-22
1737,Piña,12,1.63,2026-02-07
1738,Banano,62,9.85,2025-02-07
1739,Naranja,38,10.49,2024-07-02
1740,Melón,99,12.72,2026-01-14
1741,Banano,7,9.97,2024-09-16
1742,Mango,54,7.37,2026-01-07
1743,Uva,54,11.1,2024-12-07
1744,Banano,11,11.21,2026-02-25
1745,Naranja,95,14.0,2025-09-19
1746,Piña,21,1.01,2025-07-12
1747,Piña,46,11.1,2026-05-12
1748,Mango,39,8.37,2026-05-20
1749,Piña,98,4.81,2026-02-28
1750,Piña,1,11.12,2025-10-29
1751,Uvilla,51,11.71,2025-10-17
1752,Manzana,64,1.0,2025-10-31
1753,Uvilla,34,3.27,2024-06-14
1754,Naranja,98,6.47,2026-04-26
1755,Melón,89,13.41,2025-01-31
1756,Manzana,29,6.27,2026-02-23
1757,Manzana,2,2.43,2026-03-17
1758,Piña,45,4.6,2025-01-17
1759,Manzana,94,9.47,2025-05-13
1760,Frutilla,89,9.7,2025-05-12
1761,Uvilla,63,1.9,2025-03-15
1762,Manzana,50,3.44,2025-09-06
1763,Melón,20,5.32,2025-09-26
1764,Frutilla,75,9.29,2025-10-18
1765,Uva,71,14.41,2024-06-21
1766,Banano,86,2.77,2025-05-22
1767,Frutilla,76,9.64,2025-09-13
1768,Piña,79,2.65,2025-03-20
1769,Banano,35,5.8,2026-02-18
1770,Pera,79,10.24,2025-03-28
1771,Uva,54,12.72,2025-08-20
1772,Naranja,80,3.11,2025-02-03
1773,Piña,4,4.28,2026-01-13
1774,Naranja,19,12.1,2024-08-30
1775,Melón,59,8.8,2025-11-16
1776,Naranja,72,1.76,2025-11-22
1777,Manzana,52,2.46,2025-09-25
1778,Piña,69,8.98,2024-07-31
1779,Banano,67,11.82,2026-03-14
1780,Uva,76,6.54,2025-07-08
1781,Uva,72,0.62,2025-01-26
1782,Naranja,62,6.21,2025-03-04
1783,Uvilla,96,9.25,2025-12-04
1784,Piña,23,13.95,2024-12-01
1785,Naranja,25,10.0,2024-11-21
1786,Manzana,90,7.88,2024-05-28
1787,Pera,44,13.96,2026-02-26
1788,Banano,93,2.87,2024-05-28
1789,Uva,35,11.09,2026-05-14
1790,Uva,1,10.39,2025-06-25
1791,Frutilla,89,13.63,2025-11-21
1792,Uvilla,26,1.33,2026-04-29
1793,Mango,35,12.78,2024-11-04
1794,Manzana,99,0.79,2025-10-31
1795,Banano,47,9.85,2025-02-28
1796,Piña,68,8.01,2024-09-11
1797,Manzana,9,3.83,2025-10-13
1798,Uva,34,5.15,2024-10-02
1799,Mango,13,9.5,2026-02-19
1800,Piña,10,6.92,2025-03-14
1801,Frutilla,97,6.09,2026-02-16
1802,Uva,2,4.77,2025-12-24
1803,Naranja,96,11.52,2025-09-01
1804,Pera,50,14.96,2025-07-18
1805,Frutilla,58,6.07,2024-07-27
1806,Banano,73,11.64,2024-06-01
1807,Frutilla,96,14.03,2026-05-03
1808,Melón,85,10.01,2025-11-16
1809,Mango,97,9.33,2024-12-22
1810,Melón,93,0.58,2024-11-16
1811,Manzana,64,12.41,2025-11-01
1812,Melón,33,12.31,2024-07-19
1813,Uva,94,2.44,2024-08-22
1814,Pera,63,7.19,2026-01-03
1815,Frutilla,59,8.23,2026-01-13
1816,Melón,95,7.77,2025-07-26
1817,Melón,43,10.79,2025-06-19
1818,Banano,61,0.6,2024-10-09
1819,Uvilla,84,9.3,2026-03-29
1820,Uvilla,30,6.42,2026-04-12
1821,Frutilla,8,1.01,2025-01-12
1822,Mango,77,10.02,2025-01-13
1823,Piña,34,0.87,2025-07-28
1824,Frutilla,63,14.56,2024-08-29
1825,Uva,33,14.12,2025-11-30
1826,Uvilla,75,14.1,2025-04-06
1827,Piña,52,7.04,2025-05-14
1828,Pera,71,10.76,2025-10-05
1829,Frutilla,99,9.17,2024-09-05
1830,Melón,54,7.09,2025-01-12
1831,Mango,68,5.8,2026-01-14
1832,Mango,91,2.44,2025-02-23
1833,Uvilla,86,6.48,2025-09-24
1834,Piña,53,11.84,2025-03-21
1835,Uva,16,7.74,2025-01-25
1836,Uva,15,7.86,2025-12-06
1837,Melón,71,8.15,2024-05-29
1838,Melón,49,9.26,2025-07-17
1839,Uva,78,11.64,2026-01-05
1840,Pera,18,6.59,2025-06-12
1841,Uvilla,67,6.86,2024-08-03
1842,Manzana,56,10.79,2024-09-01
1843,Pera,69,11.12,2025-09-11
1844,Pera,14,7.34,2024-09-08
1845,Naranja,21,10.8,2026-03-30
1846,Banano,99,8.96,2024-12-17
1847,Manzana,50,11.43,2024-07-12
1848,Manzana,59,7.84,2024-08-29
1849,Mango,80,13.84,2026-01-23
1850,Frutilla,70,14.7,2026-02-15
1851,Mango,11,0.89,2025-01-03
1852,Naranja,74,14.53,2024-11-22
1853,Naranja,88,11.01,2025-02-08
1854,Pera,74,2.59,2025-08-19
1855,Frutilla,73,5.93,2025-04-14
1856,Mango,87,10.98,2025-08-25
1857,Piña,3,11.88,2025-04-27
1858,Uva,54,13.71,2026-01-26
1859,Mango,56,6.54,2025-02-10
1860,Naranja,28,12.6,2024-07-27
1861,Naranja,73,2.74,2026-02-27
1862,Piña,6,2.57,2025-08-12
1863,Uvilla,94,2.24,2025-02-15
1864,Manzana,95,5.92,2025-10-03
1865,Pera,28,4.02,2025-12-03
1866,Naranja,4,1.13,2025-10-01
1867,Mango,39,7.42,2025-11-28
1868,Pera,27,3.12,2024-10-06
1869,Mango,58,3.24,2026-01-20
1870,Manzana,78,12.97,2025-09-29
1871,Banano,70,2.83,2025-11-24
1872,Piña,10,1.46,2026-01-18
1873,Pera,57,1.14,2024-09-18
1874,Piña,74,11.93,2025-01-04
1875,Mango,19,11.68,2024-12-22
1876,Banano,62,1.57,2025-02-09
1877,Uva,51,1.09,2025-01-27
1878,Melón,65,1.86,2026-03-07
1879,Uva,98,3.29,2026-04-02
1880,Mango,56,11.12,2026-04-01
1881,Frutilla,82,7.46,2025-02-10
1882,Naranja,15,9.78,2024-07-16
1883,Manzana,38,5.93,2026-01-13
1884,Uva,10,1.84,2025-10-11
1885,Mango,79,4.11,2024-08-20
1886,Mango,27,2.95,2025-02-01
1887,Banano,83,12.41,2026-03-25
1888,Manzana,28,6.04,2025-10-17
1889,Pera,17,5.2,2026-03-17
1890,Uva,3,11.85,2026-01-21
1891,Manzana,29,6.83,2025-10-28
1892,Banano,19,12.75,2026-04-28
1893,Mango,55,13.0,2026-02-11
1894,Piña,74,8.41,2025-08-06
1895,Uva,46,14.44,2025-04-29
1896,Manzana,34,7.32,2025-01-28
1897,Uvilla,81,4.46,2026-05-01
1898,Uvilla,35,1.38,2024-10-12
1899,Uvilla,3,12.15,2025-08-12
1900,Uva,12,12.48,2025-12-09
1901,Uva,91,7.74,2025-09-17
1902,Frutilla,32,5.83,2025-09-22
1903,Frutilla,20,10.09,2025-07-13
1904,Uva,55,5.83,2025-10-02
1905,Naranja,9,1.72,2025-12-31
1906,Piña,99,14.68,2024-12-04
1907,Naranja,85,2.92,2024-06-17
1908,Uva,1,5.72,2026-05-02
1909,Pera,41,14.93,2026-05-20
1910,Naranja,54,3.24,2026-03-30
1911,Mango,60,0.6,2024-11-23
1912,Pera,22,10.05,2025-11-22
1913,Pera,10,11.35,2026-01-11
1914,Naranja,25,9.12,2024-09-13
1915,Mango,91,12.83,2025-01-03
1916,Naranja,11,1.5,2025-02-16
1917,Frutilla,57,2.09,2024-11-20
1918,Naranja,34,6.42,2024-05-28
1919,Pera,70,11.69,2024-11-12
1920,Uvilla,63,5.24,2025-08-23
1921,Piña,54,14.56,2024-10-24
1922,Banano,9,4.57,2025-02-18
1923,Mango,94,5.78,2025-01-30
1924,Mango,42,9.11,2025-07-23
1925,Melón,24,5.31,2024-11-17
1926,Naranja,59,3.33,2025-07-22
1927,Banano,86,8.45,2025-11-20
1928,Banano,100,8.5,2026-01-23
1929,Naranja,60,14.36,2025-10-11
1930,Melón,23,1.43,2025-11-30
1931,Mango,11,12.39,2026-01-27
1932,Mango,95,5.31,2025-01-30
1933,Melón,8,10.59,2025-07-14
1934,Uva,57,7.01,2026-05-12
1935,Banano,88,13.77,2025-09-23
1936,Banano,79,2.41,2026-03-20
1937,Banano,17,1.31,2025-03-23
1938,Uvilla,22,10.51,2026-03-04
1939,Manzana,83,3.48,2025-02-25
1940,Uva,33,2.02,2025-01-28
1941,Frutilla,78,6.74,2025-09-24
1942,Piña,11,14.08,2025-07-27
1943,Mango,1,4.36,2025-07-06
1944,Uva,49,5.8,2024-11-24
1945,Banano,61,6.45,2025-03-03
1946,Melón,53,14.77,2026-02-23
1947,Manzana,2,3.9,2026-01-27
1948,Melón,55,11.5,2025-06-16
1949,Manzana,28,7.39,2025-06-15
1950,Pera,35,11.27,2024-12-12
1951,Uva,78,11.54,2026-03-24
1952,Manzana,49,3.71,2025-11-18
1953,Pera,22,13.59,2025-02-09
1954,Mango,85,8.93,2026-01-09
1955,Manzana,57,11.97,2024-06-28
1956,Naranja,88,12.69,2025-08-25
1957,Naranja,85,14.86,2024-12-13
1958,Piña,58,10.86,2026-03-03
1959,Melón,83,7.39,2025-06-28
1960,Piña,83,7.33,2024-07-01
1961,Mango,70,13.71,2026-04-29
1962,Pera,87,14.09,2025-12-17
1963,Manzana,63,14.06,2025-03-08
1964,Piña,42,4.54,2024-12-26
1965,Pera,15,12.06,2025-01-13
1966,Banano,24,1.88,2024-07-03
1967,Pera,89,10.27,2024-12-30
1968,Piña,52,2.58,2026-02-09
1969,Frutilla,46,9.83,2025-08-22
1970,Uva,78,5.03,2024-11-24
1971,Frutilla,36,12.69,2026-03-24
1972,Uva,7,4.26,2024-06-16
1973,Banano,57,13.61,2025-05-29
1974,Mango,73,4.62,2025-08-06
1975,Uvilla,58,13.6,2026-02-12
1976,Mango,27,0.66,2025-02-15
1977,Banano,95,8.4,2024-06-10
1978,Frutilla,82,3.41,2025-08-24
1979,Manzana,49,7.98,2025-05-23
1980,Melón,51,2.28,2024-08-28
1981,Pera,87,10.86,2026-04-26
1982,Banano,59,8.84,2026-05-09
1983,Frutilla,12,13.27,2024-06-17
1984,Piña,5,9.33,2026-03-18
1985,Uva,17,6.12,2025-07-07
1986,Uva,59,4.81,2024-09-06
1987,Uva,79,11.61,2025-12-26
1988,Piña,41,7.87,2025-05-25
1989,Melón,10,14.48,2025-04-21
1990,Piña,94,5.0,2025-03-14
1991,Uva,9,8.43,2024-06-14
1992,Frutilla,12,9.89,2024-11-17
1993,Uva,74,13.58,2024-07-19
1994,Naranja,73,9.5,2026-04-16
1995,Melón,99,4.37,2024-08-16
1996,Manzana,78,11.88,2024-12-29
1997,Manzana,10,8.89,2024-12-03
1998,Naranja,82,6.6,2025-06-13
1999,Uvilla,37,3.84,2025-01-12
2000,Pera,73,11.92,2024-10-24
2001,Manzana,26,12.5,2025-11-27
2002,Frutilla,92,9.65,2025-10-29
2003,Piña,5,2.66,2025-01-31
2004,Frutilla,50,9.65,2025-10-06
2005,Manzana,1,14.51,2026-03-04
2006,Uva,45,13.4,2025-07-15
2007,Naranja,90,2.25,2025-03-19
2008,Naranja,22,13.76,2026-02-13
2009,Piña,28,6.84,2024-10-03
2010,Pera,56,4.38,2025-03-02
2011,Pera,90,3.81,2025-04-26
2012,Uvilla,28,5.05,2025-12-22
2013,Naranja,53,8.46,2024-09-13
2014,Uvilla,98,11.85,2025-01-28
2015,Melón,59,7.42,2026-05-09
2016,Mango,7,3.19,2024-06-15
2017,Mango,78,7.65,2025-02-28
2018,Frutilla,48,11.59,2024-10-22
2019,Uva,5,12.03,2026-04-05
2020,Uva,56,6.53,2025-02-19
2021,Frutilla,47,5.33,2025-09-18
2022,Naranja,15,14.64,2025-08-05
2023,Mango,81,1.58,2025-06-23
2024,Uva,10,6.39,2025-11-02
2025,Mango,53,9.58,2025-11-30
2026,Frutilla,90,7.37,2025-11-11
2027,Melón,68,3.51,2026-04-02
2028,Uvilla,71,0.84,2025-07-26
2029,Banano,98,9.73,2026-04-29
2030,Piña,19,9.28,2025-05-06
2031,Frutilla,22,9.37,2025-10-13
2032,Uva,80,12.78,2025-05-24
2033,Manzana,35,5.8,2026-03-14
2034,Uva,21,9.95,2026-03-04
2035,Mango,53,8.91,2025-09-23
2036,Mango,33,1.46,2026-01-08
2037,Uva,96,8.3,2025-03-15
2038,Banano,84,10.61,2024-10-22
2039,Frutilla,40,3.21,2024-11-27
2040,Mango,91,10.89,2024-11-05
2041,Frutilla,60,10.22,2026-03-23
2042,Mango,50,11.83,2025-06-16
2043,Uva,52,2.94,2025-11-23
2044,Naranja,36,12.4,2025-12-14
2045,Mango,37,8.01,2025-12-02
2046,Uva,6,1.65,2025-06-16
2047,Piña,1,13.83,2025-08-12
2048,Pera,58,8.47,2024-11-02
2049,Uva,57,8.14,2025-11-20
2050,Mango,60,3.05,2024-08-12
2051,Mango,5,14.93,2026-02-13
2052,Uvilla,77,8.76,2025-08-12
2053,Banano,93,3.37,2024-12-01
2054,Frutilla,78,12.11,2025-08-17
2055,Banano,24,14.09,2025-08-19
2056,Banano,26,3.32,2025-08-25
2057,Uvilla,86,12.87,2024-11-08
2058,Pera,47,1.72,2025-01-03
2059,Uvilla,49,4.7,2025-02-05
2060,Melón,38,6.04,2024-08-16
2061,Piña,77,5.2,2024-09-12
2062,Melón,100,10.84,2024-06-11
2063,Melón,13,4.3,2025-08-30
2064,Uva,75,12.59,2025-07-06
2065,Uva,83,8.92,2025-12-08
2066,Manzana,1,0.81,2024-09-26
2067,Piña,78,12.29,2026-04-10
2068,Banano,37,1.24,2025-01-12
2069,Uvilla,7,12.82,2025-12-06
2070,Uvilla,9,13.49,2025-11-13
2071,Naranja,33,10.27,2026-05-20
2072,Piña,36,4.95,2025-02-14
2073,Uvilla,87,5.07,2025-09-05
2074,Banano,82,10.24,2025-08-09
2075,Uva,14,1.58,2026-02-16
2076,Uvilla,88,3.57,2025-07-03
2077,Naranja,44,6.23,2025-03-17
2078,Frutilla,61,14.4,2024-12-04
2079,Banano,25,1.28,2025-10-21
2080,Banano,100,3.61,2025-09-01
